"","tx","membership","pvalue"
"208","XM_005089269.2",-0.141366030435202,0.2328744406635
"209","XM_013079999.1",0.167741246642097,0.156039512423772
"210","XM_013080003.1",-0.562099386933131,2.28241799859815e-07
"211","XM_005089275.2",-0.514196411288358,3.2676311022919e-06
"212","XM_005089278.2",0.322408338907509,0.00540561305258359
"213","XM_005089279.1",0.237331198738232,0.0432026939980144
"214","XM_005089359.2",0.251982903517149,0.0315064340136348
"215","XM_013080110.1",0.515536389748529,3.04968968143769e-06
"216","XM_005089309.1",-0.0314483799691279,0.79168531671004
"217","NM_001204678.1",0.329854910954773,0.00437376569486359
"218","XM_005089364.2",0.375195906686176,0.0010727731272918
"219","XM_013080141.1",0.325623664382344,0.0049362738328595
"220","XM_013080436.1",-0.226878536488796,0.0535763871192679
"221","XM_005089314.2",-0.567923629593928,1.60398368126411e-07
"222","NM_001280823.1",0.0610373579042017,0.607964552677091
"223","XM_005089315.2",-0.186227728024094,0.11468009342904
"224","XM_005089317.2",-0.462073704950117,3.86741532468533e-05
"225","XM_005089318.2",0.603962653328677,1.54163244002901e-08
"226","XM_005089329.2",-0.535572308942476,1.04814069022361e-06
"227","XM_005089328.2",0.123490629024677,0.297929366378783
"228","XM_005089332.1",-0.257587374479952,0.0277989187694874
"229","XM_005089335.2",-0.3026995171242,0.00924114660440388
"230","XM_005089336.2",-0.476717808254378,2.01083559250045e-05
"231","XM_005089337.2",-0.284048945864563,0.0148745431978998
"232","XM_005089342.2",0.061227323384384,0.606846105870693
"233","XR_001184720.1",0.255884655270392,0.0288842299040195
"234","XM_005089343.2",-0.505153993448231,5.16694939805504e-06
"235","XM_005089344.2",0.26280697411496,0.024683990158867
"236","XM_005089345.2",-0.181260562741303,0.124856506658616
"237","XM_005089377.2",0.433767562197785,0.000126210383639814
"238","XM_005089347.2",-0.718325891791708,8.41988379447652e-13
"239","XM_005089348.1",0.461123895139054,4.03088268962683e-05
"240","XM_005089349.2",0.157848043086287,0.182284031168623
"241","XM_013080359.1",0.118733408082479,0.317071517869294
"242","XM_005089357.2",0.311735591118252,0.00725831139147796
"243","XM_013080423.1",0.662097697496424,1.78620376825532e-10
"244","XR_220054.2",-0.31651089467743,0.0063697725090003
"245","XM_005089388.2",0.0432459044001798,0.716391378406537
"246","XM_005089397.2",0.222519776678014,0.0584652271734546
"247","XM_005089398.2",0.0164844758003745,0.889907016131816
"248","XM_005089402.2",0.423950508992803,0.00018575947146597
"249","XM_005089403.2",-0.26904631558987,0.021353568588416
"250","XM_005089409.2",0.408646102561006,0.000331601237787893
"251","XM_005089413.2",0.0279746515407224,0.814258310832761
"252","XM_005089411.2",0.0456081837022559,0.701608369094567
"253","XM_005089414.2",0.373897687265987,0.00112004878799677
"254","XM_005089415.2",0.358849066868762,0.0018231078102797
"255","XM_005089545.2",-0.610675271553868,9.64567311271498e-09
"256","XM_013081327.1",0.173579475513691,0.141930371565328
"257","XM_005089419.2",0.578277090940263,8.42310297637636e-08
"258","XM_005089421.2",0.0106265267147494,0.928900309345402
"259","XM_005089420.2",0.440667679946086,9.55017594161897e-05
"260","XM_005089426.2",-0.663909248638255,1.53013384585737e-10
"261","XM_005089428.2",-0.576937739481197,9.16649733027273e-08
"262","XM_013080764.1",-0.493867984688403,8.9903544266257e-06
"263","XM_013081343.1",0.0413572233598337,0.728286244522796
"264","XM_005089431.2",-0.439099668284769,0.00010180177015994
"265","XM_005089432.2",0.103858516330275,0.381889701472271
"266","XM_005089437.2",0.38606964912154,0.000742316522873158
"267","XM_005089434.1",0.567785020004953,1.61763335552723e-07
"268","XM_005089435.2",0.585460106002531,5.31673185655391e-08
"269","XM_013080831.1",0.273369829431958,0.0192773050161072
"270","XM_005089442.2",0.734082549254448,1.47765358143095e-13
"271","XM_005089444.2",0.55020700212504,4.59468374668197e-07
"272","XM_005089443.2",0.29903676621473,0.010170730614836
"273","XM_005089449.2",0.0850594936703177,0.474298077844363
"274","XM_005089452.2",0.344092179721592,0.00287518886780041
"275","XM_005089458.2",0.273641222882277,0.0191529442118381
"276","XM_005089460.2",0.444150021632893,8.27771001450739e-05
"277","XM_005089462.2",0.257979535058296,0.0275538915420483
"278","XM_005089461.2",0.494149703809389,8.86902270448209e-06
"279","XM_005089469.2",0.105165725902796,0.375894185434489
"280","XM_013081124.1",-0.169224087899758,0.152361052804733
"281","XM_005089497.2",0.32229301473769,0.00542315559331536
"282","XM_005089500.2",-0.333174377806449,0.00397305911982162
"283","XM_005089504.2",0.272986028044319,0.0194543530794823
"284","XM_005089516.2",0.29818041691009,0.0103994654114573
"285","XM_005089517.2",0.30577999752147,0.00851767299389193
"286","XM_013081191.1",0.381671793647705,0.000862835321259331
"287","XM_005089522.2",0.30346890672805,0.00905559606602215
"288","XM_005089523.2",0.090003047149609,0.448898551320621
"289","XM_013081363.1",0.463578499231446,3.62098643654194e-05
"290","XM_013081213.1",-0.126614362412336,0.285779964774935
"291","XM_005089524.2",0.415290723864418,0.000258716405286752
"292","XM_005089525.2",-0.513887264625953,3.31994613541624e-06
"293","NM_001204701.1",-0.233713153510618,0.0465872166000338
"294","XM_013081230.1",0.592477460728638,3.35507161041656e-08
"295","XM_013081255.1",0.308301113727412,0.00796294804761174
"296","XM_005089530.2",0.714662553860495,1.24088463493452e-12
"297","XM_005089531.2",0.0861204047640447,0.468782981278847
"298","XM_005089537.2",0.32521377971011,0.00499402598284639
"299","XM_005089539.2",-0.50829873743419,4.41235726414722e-06
"300","XM_005089540.2",-0.525045418738478,1.85274820843848e-06
"301","XR_220059.2",-0.416081121650299,0.000251103408914395
"302","XM_005089559.2",0.16085318559914,0.173994340872728
"303","XM_005089560.2",-0.360728271694941,0.00171767414532743
"304","XM_005089561.2",0.358893646265512,0.00182054075107122
"305","XM_005089562.2",0.0912614498796303,0.442555826902568
"306","XR_001184762.1",-0.614216412239779,7.49848421397662e-09
"307","XM_005089565.2",-0.0937821888641337,0.430002688618226
"308","XM_005089567.2",-0.0766991977203353,0.518953972875043
"309","XM_005089570.2",-0.262890134796748,0.0246368616264516
"310","NM_001204632.1",-0.0129784149090139,0.913219710828905
"311","XM_005089573.2",0.443564943221927,8.47990579128354e-05
"312","XM_013081502.1",0.259593561004921,0.0265645307864656
"313","XM_005089575.2",-0.0851945279618346,0.473594176594741
"314","XM_005089622.2",0.639059273766811,1.16973346111467e-09
"315","XM_013081815.1",-0.364521856211894,0.00152138750939668
"316","XM_013081573.1",0.590208322132518,3.89830295011472e-08
"317","XM_005089578.2",-0.0478285102402349,0.687813625833193
"318","XM_013081587.1",-0.437785397462398,0.000107375639413705
"319","XM_005089579.2",-0.422441864896506,0.000196922418565481
"320","XM_005089580.1",-0.100849472094851,0.395907139306848
"321","XM_005089581.2",-0.600283913093394,1.98427790230284e-08
"322","XM_005089582.2",-0.657131606075274,2.71528509655453e-10
"323","XM_005089583.2",-0.212317931015938,0.0713323102398288
"324","XM_005089585.2",0.33232015577552,0.00407292909877091
"325","XM_013081655.1",0.507033413900862,4.70262015982158e-06
"326","XM_005089592.2",0.319909663690292,0.00579713571452501
"327","XM_005089593.2",-0.449103031274334,6.7362267457743e-05
"328","XM_005089598.2",-0.316327930542218,0.00640196497986482
"329","XM_005089600.2",0.145943374285598,0.217938691808052
"330","XM_013081755.1",0.307820293439921,0.00806623207091191
"331","XM_005089609.2",0.161400534510611,0.172514635411663
"332","XM_013082407.1",0.233370190352958,0.0469190727452619
"333","XM_005089719.2",0.24169911850675,0.0393902327474828
"334","XM_005089644.1",-0.00893187461675202,0.94021607960256
"335","XM_005089645.2",0.538310587130364,9.00916909545667e-07
"336","XM_005089643.2",0.472543981672851,2.43029924349393e-05
"337","XM_005089661.2",0.0595302887344077,0.616869288584097
"338","XM_005089662.2",0.609426387340032,1.05336959162729e-08
"339","XM_013082004.1",-0.369669475620836,0.00128737834788063
"340","XM_005089668.2",0.263599379938589,0.0242380115749677
"341","XM_013082014.1",0.0528274425827523,0.657131014860799
"342","XM_005089667.2",0.120130757106512,0.311368747671369
"343","XM_005089670.2",-0.145007725863827,0.220935501820761
"344","XM_013082038.1",-0.164046318536889,0.16549172919321
"345","XM_005089671.2",-0.0463403116150499,0.697048797104389
"346","XM_005089672.2",0.31916026506993,0.00591933815537579
"347","XM_005089679.2",-0.127647404087218,0.28183522798981
"348","XM_005089681.2",0.42609429048033,0.000170895929167919
"349","XM_005089684.2",-0.721686776347437,5.8673367962352e-13
"350","XM_013082130.1",0.0156839419487596,0.895222494117726
"351","XM_013082124.1",0.314616684287381,0.00671006225616702
"352","XM_013082126.1",0.0955370364828921,0.421384477831575
"353","XM_005089685.2",0.199087609808625,0.0912969490491019
"354","XM_005089688.2",0.0404098172473194,0.734277399136193
"355","XM_005089687.2",-0.00115298799114568,0.992275716145037
"356","XM_013082181.1",0.252151375008524,0.0313892199715472
"357","XM_005089692.2",0.35719405495188,0.00192074407097701
"358","XM_013082214.1",0.105899007831929,0.372556033727315
"359","XM_005089696.2",0.111704324566304,0.346767198497281
"360","XM_005089698.2",0.816479475932408,1.32860721335804e-18
"361","XM_005089699.1",0.293222573496947,0.0118137756468085
"362","XM_005089697.2",-0.441544473697688,9.21379626097109e-05
"363","XM_005089700.2",0.301003057098506,0.00966204551351934
"364","XM_005089703.2",0.0457917809099561,0.700463960162033
"365","XM_013082267.1",0.470837505393001,2.62418243825615e-05
"366","XM_013082302.1",0.362882387025847,0.00160359070003075
"367","XM_013082296.1",-0.650508954703214,4.68998561708586e-10
"368","XM_013082294.1",0.535382824272345,1.05912433788041e-06
"369","XM_013082317.1",-0.70716704126751,2.69342637971145e-12
"370","XM_005089709.2",-0.498170812381748,7.29584294183e-06
"371","XM_013082335.1",0.310152197754129,0.00757606106168611
"372","XM_005089710.2",-0.380781914147239,0.000889281416385729
"373","XM_013082347.1",0.0949020973101983,0.424491208480745
"374","XM_005089711.2",0.243102279900402,0.038226510802099
"375","XM_005089712.2",0.323086654594155,0.0053034421179247
"376","XM_013082363.1",-0.318351930685614,0.00605369269851466
"377","XM_005089716.2",0.298012431578941,0.0104448568291256
"378","XM_005089744.2",0.0263746914850975,0.824707379604255
"379","XM_005089745.2",-0.423186705969032,0.00019133622559083
"380","XM_005089746.2",-0.720267589660912,6.83844093535583e-13
"381","XM_013082536.1",-0.0255736421406553,0.829950461897488
"382","XM_013082574.1",-0.0795091702310921,0.503711509358477
"383","XM_005089755.2",-0.234944368548122,0.0454117654602355
"384","XM_013082606.1",0.544053363042627,6.53017962852093e-07
"385","XM_005089757.2",-0.628139227896265,2.70130671156603e-09
"386","XM_005089759.2",-0.116521792227942,0.326233534090344
"387","XM_013082635.1",-0.0151038479017067,0.899077162890294
"388","XM_005089843.2",0.329819049151886,0.00437828366191338
"389","XM_005089769.2",0.221794264570192,0.0593131181164926
"390","XM_013082746.1",0.313459429024088,0.00692574022860968
"391","XM_005089772.2",-0.166422459612949,0.159366049813767
"392","XM_005089773.2",0.128614747208749,0.278174292917986
"393","XM_005089774.2",-0.0405206664906594,0.733575590465645
"394","XM_013082682.1",-0.677572632267536,4.59823932588014e-11
"395","XM_005089778.2",0.239940485079205,0.0408901834296717
"396","XM_005089775.1",-0.536025962437787,1.02227844354714e-06
"397","XM_005089782.2",0.245804729396893,0.0360657594273158
"398","XM_005089806.2",-0.244032446745713,0.0374709490783585
"399","XM_013082780.1",-0.529381648295045,1.46864879917862e-06
"400","XM_005089812.2",0.529454796425925,1.46286370167353e-06
"401","NM_001204606.1",0.178398209298885,0.131025782850201
"402","XM_005089816.2",0.640567157897461,1.03934450764815e-09
"403","XM_005089817.2",-0.1156767000899,0.329778500089875
"404","XM_005089824.2",-0.148723027909454,0.20920469370587
"405","XM_005089825.2",-0.0642759243762762,0.589021684050407
"406","XM_013082869.1",-0.340248576938093,0.00322611877252344
"407","XM_005089850.2",-0.567289016903367,1.66738312936031e-07
"408","XM_005089826.2",-0.0876231006171492,0.461031092761467
"409","XM_005089831.2",-0.127195743101042,0.283555454786577
"410","XM_005089855.2",0.236272503683644,0.0441713217036459
"411","XM_013082991.1",0.155216810869288,0.189774506534519
"412","XM_005089858.2",0.230520348341211,0.0497525815971722
"413","XM_005089860.2",0.501571338789722,6.17334625225146e-06
"414","XM_005089859.2",0.56287242433984,2.17886689050919e-07
"415","XM_005089861.2",-0.384326710572884,0.00078811944135745
"416","XM_005089863.1",0.211157212971764,0.0729300642740885
"417","XM_005089865.2",0.309093602742837,0.00779524330692182
"418","XM_005089866.2",0.388636653474413,0.000679253340107781
"419","XR_220069.1",-0.550351631925946,4.55649186805253e-07
"420","XM_005089869.2",0.136135371594627,0.250794627708552
"421","XM_005089870.2",-0.246711031844289,0.0353643427557441
"422","XM_005089872.2",0.292229646029283,0.0121162668618377
"423","XM_013083383.1",-0.337401027717742,0.00351023086030244
"424","XM_005089882.2",-0.0567153371311666,0.633649623280722
"425","XM_013083099.1",0.64039588281588,1.05342540883935e-09
"426","XM_005089885.2",-0.00544542197722781,0.963531026232343
"427","XM_013083124.1",-0.32019521752533,0.00575116019370643
"428","XM_013083134.1",0.196295043595177,0.0960256467538793
"429","XM_005089887.2",0.361191282701902,0.00169255415926477
"430","XM_005089936.2",-0.279433729704121,0.0166576349427194
"431","XM_005089888.1",0.343722004974828,0.00290743604748511
"432","XM_013083152.1",-0.246766986862655,0.0353214133857413
"433","XM_013083399.1",0.222955884783936,0.0579603157369671
"434","XM_005089898.2",0.310549876424541,0.00749512969097592
"435","XM_005089899.2",0.429822111744954,0.00014762919762559
"436","XM_005089901.2",-0.605331688389018,1.40226369899226e-08
"437","XM_005089909.2",-0.706081678915148,3.0072580943977e-12
"438","XM_013083258.1",0.0269878886939008,0.820698992799025
"439","XM_005089904.2",0.0846128123860494,0.476630522712182
"440","XM_005089905.2",0.130785076858488,0.270076346836351
"441","XM_005089906.2",0.0921052645400677,0.438331004851944
"442","XM_005089907.2",0.12893362208598,0.276974476945817
"443","XM_013083269.1",-0.229248056525883,0.051062159892287
"444","XM_005089915.2",0.341661073948923,0.00309294717960206
"445","XM_013083312.1",0.142840303400722,0.227988335034296
"446","XM_013083304.1",0.18311194562051,0.120985866343533
"447","XM_005089916.2",-0.572019332667887,1.24649822949224e-07
"448","XM_005089917.2",-0.703198740260006,4.02039265724811e-12
"449","XM_005089918.2",-0.28102613256679,0.0160226989997316
"450","XM_005089922.2",-0.27494093869724,0.0185668442053854
"451","XM_005089925.2",-0.413051824145227,0.000281445348263849
"452","XM_005089926.2",0.454180759397856,5.4353598569895e-05
"453","XM_005089947.2",0.0277010052589306,0.816043210965889
"454","XM_005090009.2",-0.133819829308252,0.259020835526417
"455","XM_005089949.2",-0.231475926571647,0.0487872315084297
"456","XM_005089948.2",0.18299385056716,0.121229987977932
"457","XM_005089950.2",-0.389322723073899,0.000663245083212588
"458","XM_005089951.1",0.209850622408088,0.0747627688237508
"459","XM_005089952.2",-0.0723669350138104,0.542902232131461
"460","XM_005089956.2",0.319358915383039,0.00588672547387394
"461","XM_005089958.2",0.360931801450165,0.00170659089957136
"462","XM_013083520.1",0.742539881221372,5.51487909847965e-14
"463","XM_013083526.1",0.298896448164109,0.0102079072136996
"464","XM_005089965.2",0.326888630357142,0.00476175137718212
"465","XM_005089966.2",0.675246102786083,5.66831033579493e-11
"466","XM_005089967.2",0.520641944006243,2.33808572201972e-06
"467","XM_005089968.2",-0.152649834444667,0.197293509786041
"468","XM_005089969.2",0.119968602199013,0.3120271067871
